,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist
4366,WASP-23 b,WASP-23,1,1.0,Transit,2010,SuperWASP,0,2.9444256,0.00000110,-1.3e-06,0,0.0376,0.0016,-0.0024,0.0,10.783,0.527,-0.628,0.0,0.962,0.047,-0.056,0.0,280.95,27.968,-31.464,0.0,0.884,0.088,-0.099,0.0,Mass,0.062,,,1.0,,,,,,,,,0.0,,5150.0,100.0,,0,0.77,0.05,,0.0,0.78,0.13,,0.0,0.05,0.13,-0.13,0.0,,4.2,0.06,-0.06,0.0,06h44m30.60s,101.1275033,-42d45m44.03s,-42.7622296,207.49,1.0310000,-1.022,12.5390000,0.092,-0.092
4367,WASP-24 b,WASP-24,3,1.0,Transit,2010,SuperWASP,0,2.34121,0.00000200,-2e-06,0,0.03651,0.00028,-0.00028,0.0,15.468,1.793,-1.793,0.0,1.38,0.16,-0.16,0.0,394.1092,92.1707,-92.1707,0.0,1.24,0.29,-0.29,0.0,Mass,0.0,,,0.0,,,,,1772.0,29.0,-29.0,0.0,0.0,,6075.0,100.0,-100.0,0,1.42,0.16,-0.16,0.0,1.43,0.5,-0.5,0.0,0.0,,,0.0,[Fe/H],4.26,0.17,-0.17,0.0,15h08m51.72s,227.2154975,+02d20m35.83s,2.343286,322.114,4.4980000,-4.378,11.2190000,0.017,-0.017
4368,WASP-25 b,WASP-25,1,1.0,Transit,2010,SuperWASP,0,3.76483,0.00000500,-5e-06,0,0.0473,0.0004,-0.0004,0.0,11.994,1.121,-1.121,0.0,1.07,0.1,-0.1,0.0,139.8452,31.783,-31.783,0.0,0.44,0.1,-0.1,0.0,Mass,0.0,,,0.0,,,,,1210.0,14.0,-14.0,0.0,0.0,,5750.0,100.0,-100.0,0,0.80,0.08,-0.08,0.0,0.67,0.22,-0.22,0.0,-0.05,,,0.0,[Fe/H],4.5,0.15,-0.15,0.0,13h01m26.34s,195.3597581,-27d31m20.02s,-27.5222273,211.416,1.4680000,-1.447,11.8750000,0.027,-0.027
4369,WASP-26 b,WASP-26,2,1.0,Transit,2010,SuperWASP,0,2.7566,0.00001000,-1e-05,0,0.03985,0.00033,-0.00033,0.0,13.563,1.681,-1.681,0.0,1.21,0.15,-0.15,0.0,270.1555,73.1009,-73.1009,0.0,0.85,0.23,-0.23,0.0,Mass,0.0,,,0.0,,,,,1650.0,24.0,-24.0,0.0,0.0,,6034.0,31.0,-31.0,0,1.22,0.15,-0.15,0.0,0.86,0.34,-0.34,0.0,0.16,,,0.0,[Fe/H],4.44,0.06,-0.06,0.0,00h18m24.73s,4.6030424,-15d16m02.66s,-15.2674044,252.759,4.7610000,-4.591,11.2970000,0.012,-0.012
4370,WASP-28 b,WASP-28,1,1.0,Transit,2014,SuperWASP,0,3.40883,0.00000600,-6e-06,0,0.04469,0.00076,-0.00076,0.0,13.597,0.471,-0.471,0.0,1.213,0.042,-0.042,0.0,288.26,13.666,-13.666,0.0,0.907,0.043,-0.043,0.0,Mass,0.0,,,0.0,,,,,1468.0,37.0,-37.0,0.0,0.0,F8,6150.0,140.0,-140.0,0,1.09,0.03,-0.03,0.0,1.02,0.05,-0.05,0.0,-0.29,0.1,-0.1,0.0,[Fe/H],4.37,0.02,-0.02,0.0,23h34m27.90s,353.6162694,-01d34m47.95s,-1.5799849,348.494,5.6540000,-5.479,12.2740000,0.069,-0.069
4371,WASP-29 b,WASP-29,1,1.0,Transit,2010,SuperWASP,0,3.92273,0.00000400,-4e-06,0,0.0457,0.0006,-0.0006,0.0,8.631,0.785,-0.785,0.0,0.77,0.07,-0.07,0.0,73.1009,15.8915,-15.8915,0.0,0.23,0.05,-0.05,0.0,Mass,0.03,0.04,-0.04,0.0,,,,,970.0,32.0,-31.0,0.0,0.0,,4800.0,150.0,-150.0,0,0.79,0.07,-0.07,0.0,0.77,0.25,-0.25,0.0,0.11,,,0.0,[Fe/H],4.5,0.2,-0.2,0.0,23h51m31.01s,357.8791976,-39d54m25.64s,-39.9071215,87.5953,0.3117000,-0.3095,11.3310000,0.013,-0.013
4372,WASP-3 b,WASP-3,3,1.0,Transit,2007,SuperWASP,0,1.84683,0.00000200,-2e-06,0,0.0315,0.0003,-0.0003,0.0,15.917,1.906,-1.906,0.0,1.42,0.17,-0.17,0.0,772.3269,168.4499,-168.4499,0.0,2.43,0.53,-0.53,0.0,Mass,0.0,,,0.0,,,,,2020.0,35.0,-35.0,0.0,0.0,,6400.0,100.0,-100.0,0,1.44,0.12,-0.12,0.0,1.62,0.53,-0.53,0.0,0.0,,,0.0,[Fe/H],4.25,0.05,-0.05,0.0,18h34m31.62s,278.6317411,+35d39m41.15s,35.6614312,231.161,1.6480000,-1.625,10.6320000,0.007,-0.007
4373,WASP-31 b,WASP-31,1,1.0,Transit,2010,SuperWASP,0,3.4059096,0.00000500,-5e-06,0,0.04659,0.00035,-0.00035,0.0,17.363,0.56,-0.56,0.0,1.549,0.05,-0.05,0.0,151.916,9.217,-9.217,0.0,0.478,0.029,-0.029,0.0,Mass,0.0,,,0.0,,,,,1575.0,,,0.0,0.0,,6302.0,102.0,,0,1.25,0.03,,0.0,1.16,0.03,,0.0,0.2,0.09,-0.09,0.0,,4.31,0.07,-0.08,0.0,11h17m45.33s,169.4388603,-19d03m17.20s,-19.0547781,383.829,6.4370000,-6.231,11.6580000,0.027,-0.027
4374,WASP-32 b,WASP-32,1,1.0,Transit,2010,SuperWASP,0,2.71866,0.00000200,-2e-06,0,0.0394,0.0003,-0.0003,0.0,10.761,1.681,-1.681,0.0,0.96,0.15,-0.15,0.0,835.8929,260.6206,-260.6206,0.0,2.63,0.82,-0.82,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,,6140.0,95.0,-95.0,0,0.95,0.15,-0.15,0.0,0.72,0.34,-0.34,0.0,-0.13,,,0.0,[Fe/H],4.4,0.02,-0.02,0.0,00h15m50.81s,3.9617073,+01d12m01.84s,1.2005122,275.994,3.3440000,-3.267,11.2570000,0.017,-0.017
4375,WASP-33 b,WASP-33,2,1.0,Transit,2010,SuperWASP,0,1.21987,0.00000100,-1e-06,0,0.0239,0.00063,-0.00063,0.0,17.856,0.829,-0.829,0.0,1.593,0.074,-0.074,0.0,665.21819,44.17837,-44.17837,0.0,2.093,0.139,-0.139,0.0,Mass,0.0,,,0.0,,,,,2782.0,41.0,-41.0,0.0,0.0,A5,7430.0,100.0,-100.0,0,1.44,0.03,-0.03,0.0,1.5,0.03,-0.03,0.0,0.1,,,0.0,[M/H],4.25,0.1,-0.07,0.0,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,121.944,0.9980000,-0.983,8.1400000,0.03,-0.03
4376,WASP-34 b,WASP-34,1,1.0,Transit,2010,SuperWASP,0,4.31768,0.00000500,-5e-06,0,0.0524,0.0004,-0.0004,0.0,11.209,0.897,-0.897,0.0,1.0,0.08,-0.08,0.0,177.9848,54.0311,-54.0311,0.0,0.56,0.17,-0.17,0.0,Mass,0.04,0.01,-0.01,0.0,,,,,1250.0,30.0,-30.0,0.0,0.0,,5700.0,100.0,-100.0,0,0.91,0.08,-0.08,0.0,0.96,0.45,-0.45,0.0,-0.02,,,0.0,[Fe/H],4.5,0.1,-0.1,0.0,11h01m35.85s,165.3993679,-23d51m39.40s,-23.8609457,132.096,0.8570000,-0.846,10.2850000,0.009,-0.009
4377,WASP-35 b,WASP-35,1,1.0,Transit,2011,SuperWASP,0,3.16158,0.00000200,-2e-06,0,0.04317,0.00033,-0.00033,0.0,14.572,0.785,-0.785,0.0,1.3,0.07,-0.07,0.0,225.6593,31.783,-31.783,0.0,0.71,0.1,-0.1,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,,5990.0,80.0,-80.0,0,1.08,0.06,-0.06,0.0,1.05,0.19,-0.19,0.0,-0.15,,,0.0,[Fe/H],4.4,0.01,-0.01,0.0,05h04m19.65s,76.0818912,-06d13m47.21s,-6.2297801,202.218,1.6980000,-1.669,10.9390000,0.011,-0.011
4378,WASP-36 b,WASP-36,2,1.0,Transit,2011,SuperWASP,0,1.53736596,0.00000024,-2.4e-07,0,0.02677,0.00028,-0.00028,0.0,14.874,0.235,-0.235,0.0,1.327,0.021,-0.021,0.0,750.39663,22.2481,-22.2481,0.0,2.361,0.07,-0.07,0.0,Mass,0.019,,,1.0,,,,,1733.0,19.0,-19.0,0.0,0.0,,5959.0,134.0,-134.0,0,0.98,0.01,-0.01,0.0,1.08,0.03,-0.03,0.0,-0.26,0.1,-0.1,0.0,[Fe/H],4.49,0.01,-0.01,0.0,08h46m19.29s,131.5803897,-08d01m37.15s,-8.0269855,386.346,5.2610000,-5.123,12.8360000,0.103,-0.103
4379,WASP-37 b,WASP-37,1,1.0,Transit,2010,SuperWASP,0,3.577469,0.00001100,-1.1e-05,0,0.0446,0.0019,-0.0019,0.0,13.002,0.785,-0.673,0.0,1.16,0.07,-0.06,0.0,572.07,54.029,-54.029,0.0,1.8,0.17,-0.17,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,,5800.0,150.0,,0,1.00,0.05,,0.0,0.93,0.12,,0.0,-0.284,0.013,-0.013,0.0,[M/H],4.41,0.06,-0.09,0.0,14h47m46.53s,221.9438866,+01d03m54.08s,1.0650227,392.791,7.8220000,-7.526,12.8150000,0.103,-0.103
4380,WASP-38 b,WASP-38,1,1.0,Transit,2010,SuperWASP,0,6.87188,0.00001000,-1e-05,0,0.07522,0.00074,-0.00075,0.0,13.787,0.673,-0.673,0.0,1.23,0.06,-0.06,0.0,1093.3352,114.4188,-114.4188,0.0,3.44,0.36,-0.36,0.0,Mass,0.03,0.0,0.0,0.0,,,,,1250.0,,,0.0,0.0,F8 V,6180.0,50.0,-50.0,0,1.52,0.07,-0.07,0.0,1.76,0.28,-0.28,0.0,-0.02,,,0.0,[Fe/H],4.25,0.01,-0.01,0.0,16h15m50.33s,243.9597194,+10d01m56.68s,10.0324103,136.24,0.8070000,-0.798,9.3910000,0.003,-0.003
4381,WASP-39 b,WASP-39,1,1.0,Transit,2011,SuperWASP,0,4.055259,0.00000900,-9e-06,0,0.0486,0.0005,-0.0005,0.0,14.235,0.448,-0.448,0.0,1.27,0.04,-0.04,0.0,88.989,9.535,-9.535,0.0,0.28,0.03,-0.03,0.0,Mass,0.0,,,0.0,,,,,1166.0,14.0,-14.0,0.0,0.0,,5400.0,150.0,,0,0.90,0.02,,0.0,0.93,0.03,,0.0,0.01,0.09,-0.09,0.0,[Fe/H],4.45,0.01,-0.01,0.0,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444994,213.982,1.7600000,-1.731,12.0950000,0.252,-0.252
4382,WASP-4 b,WASP-4,1,1.0,Transit,2007,SuperWASP,0,1.33823147,0.00000002,-2e-08,0,0.0226,0.0007,-0.0008,0.0,14.807,0.437,-0.437,0.0,1.321,0.039,-0.039,0.0,376.94638,28.6047,-31.14734,0.0,1.186,0.09,-0.098,0.0,Mass,0.0,,,0.0,1188.64,,,,1673.0,17.0,-17.0,0.0,0.0,G8,5400.0,90.0,-90.0,0,0.89,0.03,-0.03,0.0,0.86,0.08,-0.09,0.0,-0.07,0.19,-0.19,0.0,[Fe/H],4.47,0.11,-0.11,0.0,23h34m15.10s,353.5629149,-42d03m42.41s,-42.0617794,267.206,3.7710000,-3.67,12.4830000,0.041,-0.041
4383,WASP-41 b,WASP-41,1,2.0,Transit,2012,SuperWASP,0,3.0524,0.00000100,-1e-06,0,0.04022,0.00044,-0.00044,0.0,12.33,0.56,-0.56,0.0,1.1,0.05,-0.05,0.0,270.1555,34.9613,-34.9613,0.0,0.85,0.11,-0.11,0.0,Mass,0.0,,,0.0,,,,,1244.0,10.0,-10.0,0.0,0.0,,5545.0,33.0,-33.0,0,0.83,0.04,-0.04,0.0,0.81,0.15,-0.15,0.0,0.06,,,0.0,[Fe/H],4.53,0.05,-0.05,0.0,12h42m28.51s,190.6188034,-30d38m23.34s,-30.6398176,163.371,1.0670000,-1.052,11.6320000,0.018,-0.018
4384,WASP-41 c,WASP-41,1,2.0,Radial Velocity,2015,La Silla Observatory,0,421.0,2.00000000,-2.0,0,1.07,0.03,-0.03,0.0,13.1,,,0.0,1.17,,,0.0,1010.6994,63.566,-63.566,0.0,3.18,0.2,-0.2,0.0,Msini,0.294,0.024,-0.024,0.0,,,,,241.0,2.0,-2.0,0.0,0.0,,5545.0,33.0,-33.0,0,0.87,0.03,-0.03,0.0,0.93,0.07,-0.07,0.0,0.06,0.02,-0.02,0.0,[Fe/H],4.53,0.02,-0.02,0.0,12h42m28.51s,190.6188034,-30d38m23.34s,-30.6398176,163.371,1.0670000,-1.052,11.6320000,0.018,-0.018
4385,WASP-42 b,WASP-42,1,1.0,Transit,2012,SuperWASP,0,4.9816819,0.00000110,-1.1e-06,0,0.0561,0.0012,-0.0012,0.0,12.576,0.437,-0.437,0.0,1.122,0.039,-0.039,0.0,167.49641,8.89924,-8.89924,0.0,0.527,0.028,-0.028,0.0,Mass,0.062,0.013,-0.011,0.0,,,,,1021.0,19.0,-19.0,0.0,0.0,,5315.0,79.0,-79.0,0,0.89,0.03,-0.03,0.0,0.95,0.06,-0.06,0.0,0.29,0.05,-0.05,0.0,[Fe/H],4.51,0.02,-0.02,0.0,12h51m55.49s,192.981203,-42d04m25.02s,-42.0736165,177.291,1.3200000,-1.301,12.1690000,0.046,-0.046
4386,WASP-43 b,WASP-43,1,1.0,Transit,2011,SuperWASP,0,0.813475,0.00000100,-1e-06,0,0.0142,0.0004,-0.0004,0.0,10.424,0.785,-1.009,0.0,0.93,0.07,-0.09,0.0,565.714,31.782,-31.782,0.0,1.78,0.1,-0.1,0.0,Mass,0.0,,,0.0,,,,,1427.0,8.0,-8.0,0.0,1.0,K7 V,4400.0,200.0,,0,0.60,0.04,,0.0,0.58,0.05,,0.0,-0.01,0.15,-0.15,0.0,[Fe/H],4.49,0.13,-0.1,0.0,10h19m37.96s,154.9081869,-09d48m23.20s,-9.8064431,86.7467,0.3281000,-0.3257,12.3050000,0.057,-0.057
4387,WASP-44 b,WASP-44,1,1.0,Transit,2011,SuperWASP,0,2.423804,0.00000800,-8e-06,0,0.03453,0.00065,-0.00065,0.0,12.33,0.908,-0.852,0.0,1.1,0.081,-0.076,0.0,276.5121,20.02329,-19.70546,0.0,0.87,0.063,-0.062,0.0,Mass,0.068,,,1.0,533.00,72.0,-64.0,0.0,1337.0,43.0,-42.0,0.0,0.0,G8 V,5420.0,100.0,-100.0,0,0.91,0.05,-0.05,0.0,0.94,0.05,-0.05,0.0,-0.003,0.1,-0.1,0.0,[Fe/H],4.49,0.04,-0.04,0.0,00h15m36.79s,3.9032733,-11d56m17.75s,-11.9382645,364.512,5.6560000,-5.49,13.0960000,0.069,-0.069
4388,WASP-45 b,WASP-45,2,1.0,Transit,2011,SuperWASP,0,3.126089,0.00000300,-3e-06,0,0.03963,0.00114,-0.00112,0.0,10.604,0.65,-0.572,0.0,0.946,0.058,-0.051,0.0,306.38812,18.43414,-17.79848,0.0,0.964,0.058,-0.056,0.0,Mass,0.043,,,1.0,294.00,54.0,-48.0,0.0,1153.0,50.0,-50.0,0.0,0.0,K2 V,5150.0,200.0,-200.0,0,0.85,0.04,-0.04,0.0,0.85,0.08,-0.07,0.0,-0.03,0.2,-0.2,0.0,[Fe/H],4.5,0.03,-0.03,0.0,00h20m57.06s,5.2377567,-35d59m54.47s,-35.998465,211.196,1.7660000,-1.737,11.8010000,0.062,-0.062
4389,WASP-46 b,WASP-46,1,1.0,Transit,2011,SuperWASP,0,1.43036763,0.00000093,-9.3e-07,0,0.02335,0.00072,-0.00072,0.0,13.159,0.415,-0.415,0.0,1.174,0.037,-0.037,0.0,607.0553,41.3179,-41.3179,0.0,1.91,0.13,-0.13,0.0,Mass,0.022,,,1.0,,,,,1636.0,44.0,-44.0,0.0,0.0,G6 V,5600.0,,,0,0.86,0.03,-0.03,0.0,0.83,0.08,-0.08,0.0,-0.3,,,0.0,[Fe/H],4.49,0.01,-0.01,0.0,21h14m56.88s,318.7370122,-55d52m18.71s,-55.8718634,375.31,4.4620000,-4.36,13.0430000,0.069,-0.069
4390,WASP-47 b,WASP-47,1,4.0,Transit,2012,SuperWASP,0,4.1591289,0.00000420,-4.2e-06,0,0.052,0.0006,-0.0006,0.0,12.63,0.15,-0.15,0.0,1.127,0.013,-0.013,0.0,363.1,7.3,-7.3,0.0,1.14243,0.02297,-0.02297,0.0,Mass,0.0028,0.0042,-0.002,0.0,534.00,227.0,-227.0,0.0,1275.0,23.0,-23.0,0.0,1.0,,5552.0,75.0,-75.0,0,1.14,0.01,-0.01,0.0,1.04,0.03,-0.03,0.0,0.38,0.05,-0.05,0.0,[M/H],4.34,0.01,-0.01,0.0,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,4.8880000,-4.716,11.9360000,0.046,-0.046
4391,WASP-47 c,WASP-47,1,4.0,Radial Velocity,2015,La Silla Observatory,0,588.5,2.40000000,-2.4,0,1.393,0.014,-0.014,0.0,13.5,,,0.0,1.21,,,0.0,500.0,320.0,-190.0,0.0,1.57,1.0,-0.59,0.0,Mass,0.296,0.017,-0.017,0.0,,,,,247.0,5.0,-5.0,0.0,0.0,,5552.0,75.0,-75.0,0,1.14,0.01,-0.01,0.0,1.04,0.03,-0.03,0.0,0.38,0.05,-0.05,0.0,[M/H],4.34,0.01,-0.01,0.0,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,4.8880000,-4.716,11.9360000,0.046,-0.046
4392,WASP-47 d,WASP-47,1,4.0,Transit,2015,K2,0,9.03077,0.00017000,-0.00017,0,0.085,0.0027,-0.0027,0.0,3.576,0.046,-0.046,0.0,0.319,0.004,-0.004,0.0,13.1,1.5,-1.5,0.0,0.04122,0.00472,-0.00472,0.0,Mass,0.014,,,1.0,190.00,81.0,-81.0,0.0,,,,,1.0,,5552.0,75.0,-75.0,0,1.14,0.01,-0.01,0.0,1.04,0.03,-0.03,0.0,0.38,0.05,-0.05,0.0,[M/H],4.34,0.01,-0.01,0.0,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,4.8880000,-4.716,11.9360000,0.046,-0.046
4393,WASP-47 e,WASP-47,1,4.0,Transit,2015,K2,0,0.789592,0.00001200,-1.2e-05,0,0.01673,0.00053,-0.00053,0.0,1.81,0.027,-0.027,0.0,0.161,0.002,-0.002,0.0,6.83,0.66,-0.66,0.0,0.02149,0.00208,-0.00208,0.0,Mass,0.03,0.036,-0.02,0.0,4895.00,2087.0,-2087.0,0.0,,,,,0.0,,5552.0,75.0,-75.0,0,1.14,0.01,-0.01,0.0,1.04,0.03,-0.03,0.0,0.38,0.05,-0.05,0.0,[M/H],4.34,0.01,-0.01,0.0,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,4.8880000,-4.716,11.9360000,0.046,-0.046
4394,WASP-48 b,WASP-48,1,1.0,Transit,2011,SuperWASP,0,2.14363,0.00000300,-3e-06,0,0.03444,0.00045,-0.00045,0.0,16.814,2.242,-2.242,0.0,1.5,0.2,-0.2,0.0,254.264,73.1009,-73.1009,0.0,0.8,0.23,-0.23,0.0,Mass,0.0,,,0.0,,,,,2035.0,52.0,-52.0,0.0,0.0,,5920.0,150.0,-150.0,0,1.58,0.21,-0.21,0.0,0.88,0.36,-0.36,0.0,-0.12,,,0.0,[Fe/H],4.03,0.03,-0.03,0.0,19h24m38.97s,291.1623865,+55d28m22.90s,55.4730273,454.144,4.4650000,-4.381,11.6470000,0.019,-0.019
4395,WASP-49 b,WASP-49,2,1.0,Transit,2012,SuperWASP,0,2.78174,0.00000600,-6e-06,0,0.0379,0.001,-0.0011,0.0,12.442,1.233,-1.233,0.0,1.11,0.11,-0.11,0.0,117.5971,25.4264,-25.4264,0.0,0.37,0.08,-0.08,0.0,Mass,0.0,,,0.0,,,,,1400.0,80.0,-80.0,0.0,0.0,G6 V,5600.0,150.0,-150.0,0,0.97,0.09,-0.09,0.0,0.92,0.3,-0.3,0.0,-0.23,,,0.0,[Fe/H],4.5,0.1,-0.1,0.0,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901,194.553,1.2030000,-1.189,11.3520000,0.011,-0.011
4396,WASP-5 b,WASP-5,1,1.0,Transit,2008,SuperWASP,0,1.6284279,0.00000220,-4.9e-06,0,0.0267,0.0012,-0.0008,0.0,12.184,0.762,-0.796,0.0,1.087,0.068,-0.071,0.0,502.15,41.32,-31.78,0.0,1.58,0.13,-0.1,0.0,Mass,0.038,0.026,-0.018,0.0,,,,,1706.0,52.0,-48.0,0.0,0.0,G5,5700.0,100.0,-100.0,0,1.03,0.06,-0.07,0.0,0.96,0.13,-0.09,0.0,0.09,0.09,-0.09,0.0,[Fe/H],4.39,0.04,-0.04,0.0,23h57m23.77s,359.3490277,-41d16m37.99s,-41.2772202,309.137,3.4140000,-3.341,12.1470000,0.046,-0.046
4397,WASP-50 b,WASP-50,1,1.0,Transit,2011,SuperWASP,0,1.9551,0.00000500,-5e-06,0,0.0293,0.0013,-0.0013,0.0,13.07,0.482,-0.482,0.0,1.166,0.043,-0.043,0.0,466.8287,29.24036,-29.24036,0.0,1.4688,0.092,-0.092,0.0,Mass,0.009,0.011,-0.006,0.0,,,,,1395.0,33.0,-33.0,0.0,0.0,,5400.0,100.0,-100.0,0,0.84,0.03,-0.03,0.0,0.89,0.08,-0.07,0.0,0.12,0.08,-0.08,0.0,,4.54,0.02,-0.02,0.0,02h54m45.14s,43.6880738,-10d53m52.89s,-10.8980242,184.848,1.8790000,-1.841,11.4400000,0.026,-0.026
4398,WASP-52 b,WASP-52,1,1.0,Transit,2012,SuperWASP,0,1.7497798,0.00000120,-1.2e-06,0,0.0272,0.0003,-0.0003,0.0,14.24,0.34,-0.34,0.0,1.27,0.03,-0.03,0.0,146.2,6.36,-6.36,0.0,0.46,0.02,-0.02,0.0,Mass,0.0,,,0.0,,,,,1315.0,35.0,-35.0,0.0,0.0,K2 V,5000.0,100.0,-100.0,0,0.79,0.02,-0.02,0.0,0.87,0.03,-0.03,0.0,0.03,0.12,-0.12,0.0,[Fe/H],4.58,0.01,-0.01,0.0,23h13m58.75s,348.4947931,+08d45m39.89s,8.7610793,174.818,1.3430000,-1.323,12.1920000,0.069,-0.069
4399,WASP-53 b,WASP-53,1,2.0,Transit,2017,Multiple Facilities,0,3.3098443,0.00000200,-2e-06,0,0.04101,0.00083,-0.00091,0.0,12.038,0.415,-0.415,0.0,1.074,0.037,-0.037,0.0,677.61356,29.24036,-29.87602,0.0,2.132,0.092,-0.094,0.0,Mass,0.03,,,1.0,,,,,1053.0,16.0,-16.0,0.0,0.0,,4953.0,60.0,-60.0,0,0.80,0.02,-0.02,0.0,0.84,0.05,-0.05,0.0,0.22,0.11,-0.11,0.0,[Fe/H],4.55,0.02,-0.02,0.0,02h07m38.20s,31.9091639,-20d39m42.63s,-20.661843,201.338,1.3800000,-1.362,12.5910000,0.069,-0.069
4400,WASP-53 c,WASP-53,1,2.0,Radial Velocity,2017,Multiple Facilities,0,2840.0,170.00000000,-130.0,-1,3.73,0.16,-0.14,-1.0,,,,,,,,,5196.5205,270.1555,-260.6206,-1.0,16.35,0.85,-0.82,-1.0,Msini,0.8369,0.0069,-0.007,0.0,,,,,,,,,0.0,,4953.0,60.0,-60.0,0,0.80,0.02,-0.02,0.0,0.84,0.05,-0.05,0.0,0.22,0.11,-0.11,0.0,[Fe/H],4.55,0.02,-0.02,0.0,02h07m38.20s,31.9091639,-20d39m42.63s,-20.661843,201.338,1.3800000,-1.362,12.5910000,0.069,-0.069
4401,WASP-54 b,WASP-54,2,1.0,Transit,2012,SuperWASP,0,3.69364,0.00000600,-6e-06,0,0.04988,0.00043,-0.00045,0.0,17.71,1.906,-1.906,0.0,1.58,0.17,-0.17,0.0,187.5197,44.4962,-44.4962,0.0,0.59,0.14,-0.14,0.0,Mass,0.07,0.03,-0.03,0.0,,,,,1759.0,46.0,-46.0,0.0,0.0,F9,6100.0,100.0,-100.0,0,1.76,0.19,-0.19,0.0,1.08,0.38,-0.38,0.0,-0.27,,,0.0,[Fe/H],4.0,0.03,-0.03,0.0,13h41m49.02s,205.4542456,-00d07m41.42s,-0.1281712,251.303,4.4780000,-4.327,10.4130000,0.008,-0.008
4402,WASP-55 b,WASP-55,2,1.0,Transit,2012,SuperWASP,0,4.46563,0.00000400,-4e-06,0,0.0558,0.0006,-0.0006,0.0,14.908,1.457,-1.457,0.0,1.33,0.13,-0.13,0.0,193.8763,41.3179,-41.3179,0.0,0.61,0.13,-0.13,0.0,Mass,0.0,,,0.0,,,,,1300.0,15.0,-13.0,0.0,0.0,,5900.0,100.0,-100.0,0,1.09,0.11,-0.11,0.0,1.11,0.35,-0.35,0.0,-0.2,,,0.0,[Fe/H],4.3,0.1,-0.1,0.0,13h35m01.97s,203.7581951,-17d30m12.59s,-17.5034961,297.462,3.9590000,-3.858,11.7530000,0.031,-0.031
4403,WASP-56 b,WASP-56,2,1.0,Transit,2012,SuperWASP,0,4.6171,0.00000300,-3e-06,0,0.05614,0.0004,-0.00041,0.0,10.536,1.009,-1.009,0.0,0.94,0.09,-0.09,0.0,143.0235,28.6047,-28.6047,0.0,0.45,0.09,-0.09,0.0,Mass,0.0,,,0.0,,,,,1216.0,25.0,-24.0,0.0,0.0,G6,5600.0,100.0,-100.0,0,0.96,0.09,-0.09,0.0,0.71,0.21,-0.21,0.0,0.12,,,0.0,[Fe/H],4.5,,,0.0,12h13m27.85s,183.3660401,+23d03m20.47s,23.055687,321.084,5.4000000,-5.228,12.0910000,0.034,-0.034
4404,WASP-57 b,WASP-57,1,1.0,Transit,2012,SuperWASP,0,2.83891856,0.00000081,-8.1e-07,0,0.03769,0.00097,-0.00097,0.0,11.769,0.594,-0.594,0.0,1.05,0.053,-0.053,0.0,204.68252,19.70546,-19.70546,0.0,0.644,0.062,-0.062,0.0,Mass,0.059,,,1.0,,,,,1338.0,29.0,-29.0,0.0,0.0,G6,5600.0,100.0,-100.0,0,0.93,0.03,-0.03,0.0,0.89,0.07,-0.07,0.0,-0.25,0.1,-0.1,0.0,[Fe/H],4.45,0.03,-0.03,0.0,14h55m16.79s,223.8199788,-02d03m27.67s,-2.0576866,398.276,5.8200000,-5.657,12.9130000,0.103,-0.103
