,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist
4405,WASP-58 b,WASP-58,2,1.0,Transit,2012,SuperWASP,0,5.01718,0.00001100,-1.1e-05,0,0.0562,0.0019,-0.002,0.0,16.029,1.569,-1.569,0.0,1.43,0.14,-0.14,0.0,308.2951,88.9924,-88.9924,0.0,0.97,0.28,-0.28,0.0,Mass,0.0,,,0.0,,,,,1270.0,80.0,-80.0,0.0,0.0,G2 V,5800.0,150.0,-150.0,0,1.22,0.11,-0.11,0.0,1.06,0.47,-0.47,0.0,-0.45,,,0.0,[Fe/H],4.27,0.09,-0.09,0.0,18h18m48.30s,274.7012534,+45d10m19.99s,45.1722194,290.404,1.8300000,-1.808,11.6520000,0.017,-0.017
4406,WASP-59 b,WASP-59,1,1.0,Transit,2012,SuperWASP,0,7.919585,0.00001000,-1e-05,0,0.0697,0.0011,-0.0011,0.0,8.687,0.762,-0.762,0.0,0.775,0.068,-0.068,0.0,274.276,14.302,-14.302,0.0,0.863,0.045,-0.045,0.0,Mass,0.1,0.042,-0.042,0.0,,,,,670.0,35.0,-35.0,0.0,0.0,K5 V,4650.0,150.0,-150.0,0,0.61,0.04,-0.04,0.0,0.72,0.04,-0.04,0.0,-0.15,0.11,-0.11,0.0,[Fe/H],4.72,0.06,-0.06,0.0,23h18m29.51s,349.6229547,+24d53m21.40s,24.889277,115.936,0.5740000,-0.568,12.6590000,0.057,-0.057
4407,WASP-6 b,WASP-6,1,1.0,Transit,2009,SuperWASP,0,3.36101,0.00000280,-2.8e-06,0,0.04217,0.00079,-0.0012,0.0,11.545,1.121,-1.121,0.0,1.03,0.1,-0.1,0.0,117.5971,25.4264,-25.4264,0.0,0.37,0.08,-0.08,0.0,Mass,0.05,0.02,-0.02,0.0,,,,,1184.0,16.0,-16.0,0.0,0.0,,5450.0,100.0,-100.0,0,0.73,0.07,-0.07,0.0,0.55,0.17,-0.17,0.0,-0.2,,,0.0,[Fe/H],4.6,0.2,-0.2,0.0,23h12m37.71s,348.1571282,-22d40m26.85s,-22.6741248,197.119,1.6320000,-1.607,11.9070000,0.034,-0.034
4408,WASP-60 b,WASP-60,1,1.0,Transit,2012,SuperWASP,0,4.305,0.00000600,-6e-06,0,0.05548,0.00046,-0.00046,0.0,9.864,1.345,-1.345,0.0,0.88,0.12,-0.12,0.0,174.8065,60.3877,-60.3877,0.0,0.55,0.19,-0.19,0.0,Mass,0.0,,,0.0,,,,,1479.0,35.0,-35.0,0.0,0.0,G1 V,5900.0,100.0,-100.0,0,1.17,0.15,-0.15,0.0,1.19,0.61,-0.61,0.0,-0.04,,,0.0,[Fe/H],4.2,0.1,-0.1,0.0,23h46m40.01s,356.6667136,+31d09m21.28s,31.1559115,431.052,7.5540000,-7.303,11.6700000,0.055,-0.055
4409,WASP-61 b,WASP-61,1,1.0,Transit,2012,SuperWASP,0,3.8559,0.00000300,-3e-06,0,0.0521,0.0008,-0.0008,0.0,15.805,2.466,-2.466,0.0,1.41,0.22,-0.22,0.0,851.7844,266.9772,-266.9772,0.0,2.68,0.84,-0.84,0.0,Mass,0.0,,,0.0,,,,,1624.0,21.0,-15.0,0.0,0.0,,6250.0,150.0,-150.0,0,1.55,0.24,-0.24,0.0,1.82,0.85,-0.85,0.0,-0.1,,,0.0,[Fe/H],4.26,0.01,-0.01,0.0,05h01m11.92s,75.2996637,-26d03m14.92s,-26.0541438,488.66,5.5580000,-5.436,12.4890000,0.026,-0.026
4410,WASP-62 b,WASP-62,1,1.0,Transit,2012,SuperWASP,0,4.41195,0.00000300,-3e-06,0,0.0571,0.0005,-0.0005,0.0,14.796,0.897,-0.897,0.0,1.32,0.08,-0.08,0.0,165.2716,25.4264,-25.4264,0.0,0.52,0.08,-0.08,0.0,Mass,0.0,,,0.0,,,,,1475.0,25.0,-20.0,0.0,0.0,,6230.0,80.0,-80.0,0,1.23,0.08,-0.08,0.0,1.11,0.25,-0.25,0.0,0.04,,,0.0,[Fe/H],4.45,0.1,-0.1,0.0,05h48m33.56s,87.1398205,-63d59m17.98s,-63.9883286,175.631,0.5900000,-0.586,10.2130000,0.005,-0.005
4411,WASP-63 b,WASP-63,1,1.0,Transit,2012,SuperWASP,0,4.37808,0.00000600,-6e-06,0,0.0574,0.0007,-0.0007,0.0,15.805,1.569,-1.569,0.0,1.41,0.14,-0.14,0.0,117.5971,28.6047,-28.6047,0.0,0.37,0.09,-0.09,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,,5550.0,100.0,-100.0,0,1.86,0.19,-0.19,0.0,1.28,0.42,-0.42,0.0,0.08,,,0.0,[Fe/H],4.01,0.03,-0.03,0.0,06h17m20.73s,94.3363562,-38d19m24.18s,-38.3233826,290.684,2.0340000,-2.008,11.1550000,0.01,-0.01
4412,WASP-64 b,WASP-64,2,1.0,Transit,2012,SuperWASP,0,1.5732918,0.00000150,-1.5e-06,0,0.02648,0.00024,-0.00024,0.0,14.247,0.437,-0.437,0.0,1.271,0.039,-0.039,0.0,403.945,21.612,-21.612,0.0,1.271,0.068,-0.068,0.0,Mass,0.0,,,0.0,,,,,1689.0,49.0,-49.0,0.0,0.0,G7,5400.0,100.0,-100.0,0,1.06,0.03,-0.03,0.0,1.0,0.03,-0.03,0.0,-0.08,0.11,-0.11,0.0,[Fe/H],4.39,0.02,-0.02,0.0,06h44m27.58s,101.1149223,-32d51m30.20s,-32.8583878,369.926,3.0260000,-2.979,12.7040000,0.069,-0.069
4413,WASP-65 b,WASP-65,1,1.0,Transit,2013,SuperWASP,0,2.3114243,0.00000150,-1.5e-06,0,0.0334,0.0016,-0.0017,0.0,12.464,0.661,-0.661,0.0,1.112,0.059,-0.059,0.0,492.62,50.85,-50.85,0.0,1.55,0.16,-0.16,0.0,Mass,0.0,,,0.0,,,,,1480.0,10.0,-10.0,0.0,0.0,G6,5600.0,100.0,-100.0,0,1.01,0.05,-0.05,0.0,0.93,0.14,-0.14,0.0,-0.07,0.07,-0.07,0.0,[Fe/H],4.4,0.02,-0.02,0.0,08h53m17.83s,133.3242982,+08d31m22.86s,8.5230171,273.703,2.7330000,-2.68,11.8690000,0.046,-0.046
4414,WASP-66 b,WASP-66,1,1.0,Transit,2012,SuperWASP,0,4.08605,0.00000700,-7e-06,0,0.0546,0.0009,-0.0009,0.0,15.693,3.139,-3.139,0.0,1.4,0.28,-0.28,0.0,746.9005,311.4734,-311.4734,0.0,2.35,0.98,-0.98,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,,6600.0,150.0,-150.0,0,1.76,0.35,-0.35,0.0,1.33,0.83,-0.83,0.0,-0.31,,,0.0,[Fe/H],4.3,0.2,-0.2,0.0,10h32m54.01s,158.2250301,-34d59m23.67s,-34.9899074,500.258,13.5090000,-12.828,11.6050000,0.015,-0.015
4415,WASP-67 b,WASP-67,1,1.0,Transit,2012,SuperWASP,0,4.61442,0.00001000,-1e-05,0,0.05179,0.0008,-0.00078,0.0,12.89,1.233,-1.233,0.0,1.15,0.11,-0.11,0.0,136.6669,28.6047,-28.6047,0.0,0.43,0.09,-0.09,0.0,Mass,0.0,,,0.0,,,,,1003.0,20.0,-20.0,0.0,0.0,,5200.0,100.0,-100.0,0,0.88,0.08,-0.08,0.0,0.91,0.28,-0.28,0.0,-0.07,,,0.0,[Fe/H],4.35,0.15,-0.15,0.0,19h42m58.52s,295.7438485,-19d56m59.03s,-19.9497314,189.469,1.5570000,-1.533,12.5370000,0.039,-0.039
4416,WASP-68 b,WASP-68,2,1.0,Transit,2014,SuperWASP,0,5.0843,0.00001500,-1.5e-05,0,0.06206,0.00045,-0.0004,0.0,14.796,1.569,-1.569,0.0,1.32,0.14,-0.14,0.0,343.2564,79.4575,-79.4575,0.0,1.08,0.25,-0.25,0.0,Mass,0.0,,,0.0,,,,,1490.0,44.0,-29.0,0.0,0.0,G0,5910.0,60.0,-60.0,0,1.79,0.19,-0.19,0.0,1.49,0.53,-0.53,0.0,0.22,,,0.0,[Fe/H],4.17,0.11,-0.11,0.0,20h20m22.97s,305.0957239,-19d18m53.02s,-19.3147271,226.399,1.6210000,-1.599,10.6740000,0.008,-0.008
4417,WASP-69 b,WASP-69,1,1.0,Transit,2014,SuperWASP,0,3.86814,0.00000200,-2e-06,0,0.04525,0.00053,-0.00053,0.0,12.442,0.448,-0.448,0.0,1.11,0.04,-0.04,0.0,92.1707,9.5349,-9.5349,0.0,0.29,0.03,-0.03,0.0,Mass,0.0,,,0.0,,,,,963.0,18.0,-18.0,0.0,0.0,K5,4700.0,50.0,-50.0,0,0.86,0.03,-0.03,0.0,0.98,0.14,-0.14,0.0,0.15,,,0.0,[Fe/H],4.5,0.15,-0.15,0.0,21h00m06.23s,315.0259661,-05d05m41.49s,-5.094857,49.9605,0.1320000,-0.1313,9.8730000,0.006,-0.006
4418,WASP-7 b,WASP-7,1,1.0,Transit,2008,SuperWASP,0,4.9546416,0.00000350,-3.5e-06,0,0.0617,0.0011,-0.0011,0.0,14.908,1.042,-1.042,0.0,1.33,0.093,-0.093,0.0,305.1168,41.3179,-41.3179,0.0,0.96,0.13,-0.13,0.0,Mass,0.034,0.045,-0.024,0.0,,,,,1487.0,48.0,-48.0,0.0,0.0,,6400.0,100.0,-100.0,0,1.43,0.09,-0.09,0.0,1.28,0.07,-0.07,0.0,0.0,0.1,-0.1,0.0,[Fe/H],4.23,0.05,-0.05,0.0,20h44m10.26s,311.0427558,-39d13m31.75s,-39.2254856,162.303,1.2960000,-1.276,9.5040000,0.003,-0.003
4419,WASP-70 A b,WASP-70 A,2,1.0,Transit,2014,SuperWASP,0,3.7130203,0.00000470,-4.7e-06,0,0.04853,0.00062,-0.00062,0.0,13.047,0.818,-1.143,0.0,1.164,0.073,-0.102,0.0,187.512,6.992,-6.992,0.0,0.59,0.022,-0.022,0.0,Mass,0.0,,,0.0,,,,,1387.0,40.0,-40.0,0.0,0.0,G4,5763.0,79.0,-79.0,0,1.22,0.06,-0.09,0.0,1.11,0.04,-0.04,0.0,-0.006,0.063,-0.063,0.0,[Fe/H],4.31,0.05,-0.04,0.0,21h01m54.53s,315.4771912,-13d26m00.18s,-13.4333821,222.355,2.8880000,-2.816,10.7860000,0.013,-0.013
4420,WASP-71 b,WASP-71,1,1.0,Transit,2012,SuperWASP,0,2.90367,0.00000700,-7e-06,0,0.04622,0.00068,-0.00069,0.0,13.227,1.345,-1.345,0.0,1.18,0.12,-0.12,0.0,441.7837,104.8839,-104.8839,0.0,1.39,0.33,-0.33,0.0,Mass,0.0,,,0.0,,,,,2049.0,73.0,-73.0,0.0,0.0,F8,6050.0,100.0,-100.0,0,1.82,0.19,-0.19,0.0,0.76,0.27,-0.27,0.0,0.15,,,0.0,[Fe/H],3.9,0.05,-0.05,0.0,01h57m03.23s,29.2634506,+00d45m31.77s,0.7588247,362.715,6.9800000,-6.725,10.5600000,0.012,-0.012
4421,WASP-72 b,WASP-72,1,1.0,Transit,2012,SuperWASP,0,2.21673,0.00000200,-2e-06,0,0.03711,0.00048,-0.00051,0.0,14.46,2.018,-2.018,0.0,1.29,0.18,-0.18,0.0,731.009,222.481,-222.481,0.0,2.3,0.7,-0.7,0.0,Mass,0.0,,,0.0,,,,,2210.0,120.0,-130.0,0.0,0.0,F7,6250.0,100.0,-100.0,0,2.18,0.29,-0.29,0.0,2.78,1.28,-1.28,0.0,-0.06,,,0.0,[Fe/H],4.09,0.05,-0.05,0.0,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785,434.754,8.5370000,-8.221,10.8680000,0.007,-0.007
4422,WASP-73 b,WASP-73,1,1.0,Transit,2014,SuperWASP,0,4.08722,0.00022000,-0.00022,0,0.05512,0.0006,-0.00053,0.0,15.917,2.466,-2.466,0.0,1.42,0.22,-0.22,0.0,908.9938,292.4036,-292.4036,0.0,2.86,0.92,-0.92,0.0,Mass,0.0,,,0.0,,,,,1790.0,75.0,-51.0,0.0,0.0,F9,6030.0,120.0,-120.0,0,2.55,0.38,-0.38,0.0,2.52,1.22,-1.22,0.0,0.14,,,0.0,[Fe/H],3.93,0.05,-0.05,0.0,21h19m47.93s,319.9496969,-58d08m56.16s,-58.1489328,316.678,2.9930000,-2.938,10.4680000,0.006,-0.006
4423,WASP-74 b,WASP-74,1,1.0,Transit,2015,SuperWASP,0,2.13775,0.00000100,-1e-06,0,0.03443,0.00036,-0.00036,0.0,15.244,1.121,-1.121,0.0,1.36,0.1,-0.1,0.0,228.8376,38.1396,-38.1396,0.0,0.72,0.12,-0.12,0.0,Mass,0.0,,,0.0,,,,,1926.0,21.0,-21.0,0.0,0.0,F9,5990.0,110.0,-110.0,0,1.42,0.1,-0.1,0.0,0.98,0.24,-0.24,0.0,0.39,,,0.0,[Fe/H],4.39,0.07,-0.07,0.0,20h18m09.32s,304.538843,-01d04m33.61s,-1.0760033,149.216,1.1490000,-1.132,9.7500000,0.005,-0.005
4424,WASP-75 b,WASP-75,2,1.0,Transit,2013,SuperWASP,0,2.484193,0.00000300,-3e-06,0,0.0375,0.0007,-0.0008,0.0,14.235,0.538,-0.538,0.0,1.27,0.048,-0.048,0.0,340.06,15.89,-15.89,0.0,1.07,0.05,-0.05,0.0,Mass,0.0,,,0.0,1657.00,347.0,-347.0,0.0,1710.0,20.0,-20.0,0.0,0.0,F9,6100.0,100.0,-100.0,0,1.26,0.04,-0.04,0.0,1.14,0.07,-0.07,0.0,0.07,0.09,-0.09,0.0,[Fe/H],4.29,0.02,-0.02,0.0,22h49m32.62s,342.3858995,-10d40m31.69s,-10.6754686,294.001,4.4120000,-4.286,11.5910000,0.057,-0.057
4425,WASP-76 b,WASP-76,2,1.0,Transit,2016,SuperWASP,0,1.809886,0.00000100,-1e-06,0,0.033,0.0005,-0.0005,0.0,20.512,0.673,-0.448,0.0,1.83,0.06,-0.04,0.0,292.4036,9.5349,-9.5349,0.0,0.92,0.03,-0.03,0.0,Mass,0.0,,,0.0,,,,,2160.0,40.0,-40.0,0.0,0.0,F7,6250.0,100.0,-100.0,0,1.73,0.04,-0.04,0.0,1.46,0.07,-0.07,0.0,0.23,0.1,-0.1,0.0,[Fe/H],4.13,0.01,-0.01,0.0,01h46m31.90s,26.632936,+02d42m01.40s,2.700389,194.459,6.2060000,-5.839,9.5180000,0.004,-0.004
4426,WASP-77 A b,WASP-77 A,2,1.0,Transit,2012,SuperWASP,0,1.36003,0.00000200,-2e-06,0,0.02405,0.00036,-0.00036,0.0,15.468,1.009,-1.009,0.0,1.38,0.09,-0.09,0.0,727.8307,104.8839,-104.8839,0.0,2.29,0.33,-0.33,0.0,Mass,0.0,,,0.0,,,,,1674.0,24.0,-24.0,0.0,0.0,G8 V,5365.0,160.0,-160.0,0,1.09,0.07,-0.07,0.0,1.49,0.32,-0.32,0.0,-0.34,,,0.0,[Fe/H],4.33,0.08,-0.08,0.0,02h28m37.33s,37.1555223,-07d03m38.40s,-7.0606675,105.166,1.2090000,-1.182,10.2940000,0.007,-0.007
4427,WASP-78 b,WASP-78,1,1.0,Transit,2012,SuperWASP,0,2.17518,0.00000500,-5e-06,0,0.03488,0.0007,-0.00076,0.0,21.633,5.044,-5.044,0.0,1.93,0.45,-0.45,0.0,352.7913,171.6282,-171.6282,0.0,1.11,0.54,-0.54,0.0,Mass,0.0,,,0.0,,,,,2470.0,54.0,-56.0,0.0,0.0,,6100.0,150.0,-150.0,0,2.46,0.58,-0.58,0.0,1.87,1.36,-1.36,0.0,-0.35,,,0.0,[Fe/H],4.1,0.2,-0.2,0.0,04h15m01.50s,63.7562662,-22d06m59.00s,-22.1163901,754.258,17.1020000,-16.373,11.9650000,0.022,-0.022
4428,WASP-79 b,WASP-79,1,1.0,Transit,2012,SuperWASP,0,3.66238,0.00000500,-5e-06,0,0.0519,0.0008,-0.0008,0.0,18.719,1.681,-1.681,0.0,1.67,0.15,-0.15,0.0,270.1555,57.2094,-57.2094,0.0,0.85,0.18,-0.18,0.0,Mass,0.0,,,0.0,,,,,1716.0,26.0,-24.0,0.0,0.0,,6600.0,100.0,-100.0,0,1.60,0.14,-0.14,0.0,1.43,0.43,-0.43,0.0,0.03,,,0.0,[Fe/H],4.2,0.15,-0.15,0.0,04h25m29.02s,66.3709016,-30d36m01.57s,-30.6004362,246.69,1.8200000,-1.794,10.0440000,0.004,-0.004
4429,WASP-8 b,WASP-8,2,2.0,Transit,2010,SuperWASP,0,8.15872,0.00001500,-1.5e-05,0,0.0801,0.0015,-0.0015,0.0,12.666,0.56,-0.56,0.0,1.13,0.05,-0.05,0.0,807.2882,104.8839,-104.8839,0.0,2.54,0.33,-0.33,0.0,Mass,0.31,0.0,0.0,0.0,,,,,950.0,,,0.0,0.0,G8 V,5600.0,80.0,-80.0,0,1.03,0.04,-0.04,0.0,1.34,0.26,-0.26,0.0,0.17,,,0.0,[Fe/H],4.5,0.1,-0.1,0.0,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606,0.3648000,-0.3618,9.7890000,0.003,-0.003
4430,WASP-8 c,WASP-8,2,2.0,Radial Velocity,2013,SuperWASP,0,4323.0,740.00000000,-380.0,0,5.28,0.63,-0.34,0.0,12.5,,,0.0,1.12,,,0.0,3003.37,718.27,-330.53,0.0,9.45,2.26,-1.04,0.0,Msini,0.0,0.0,0.0,0.0,,,,,,,,,0.0,G8 V,5690.0,36.0,-36.0,0,0.99,0.03,-0.01,0.0,1.04,0.08,-0.08,0.0,0.17,0.07,-0.07,0.0,[Fe/H],4.44,0.1,-0.07,0.0,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606,0.3648000,-0.3618,9.7890000,0.003,-0.003
4431,WASP-80 b,WASP-80,1,1.0,Transit,2012,SuperWASP,0,3.06785234,0.00000083,-7.9e-07,0,0.0344,0.001,-0.0011,0.0,11.198,0.336,-0.347,0.0,0.999,0.03,-0.031,0.0,170.99254,11.12405,-11.44188,0.0,0.538,0.035,-0.036,0.0,Mass,0.002,0.01,-0.002,0.0,,,,,825.0,19.0,-19.0,0.0,0.0,K7-M0 V,4143.0,92.0,-94.0,0,0.59,0.02,-0.02,0.0,0.58,0.05,-0.05,0.0,-0.13,0.15,-0.17,0.0,[Fe/H],4.66,0.01,-0.02,0.0,20h12m40.03s,303.1667996,-02d08m39.97s,-2.1444369,49.7876,0.1160500,-0.11605,11.8410000,0.034,-0.034
4432,WASP-81 b,WASP-81,1,1.0,Transit,2017,Multiple Facilities,0,2.7164762,0.00000230,-2.3e-06,0,0.03908,0.0007,-0.00072,0.0,16.018,0.572,-0.516,0.0,1.429,0.051,-0.046,0.0,231.69807,11.44188,-11.12405,0.0,0.729,0.036,-0.035,0.0,Mass,0.066,,,1.0,,,,,1623.0,38.0,-37.0,0.0,0.0,,5870.0,120.0,-120.0,0,1.28,0.04,-0.04,0.0,1.08,0.06,-0.06,0.0,-0.36,0.14,-0.14,0.0,[Fe/H],4.26,0.02,-0.03,0.0,20h16m49.92s,304.2079924,+03d17m38.22s,3.2939492,398.505,7.1320000,-6.889,12.4690000,0.069,-0.069
4433,WASP-82 b,WASP-82,1,1.0,Transit,2015,SuperWASP,0,2.70579,0.00000200,-2e-06,0,0.0447,0.0007,-0.0007,0.0,18.159,1.457,-1.457,0.0,1.62,0.13,-0.13,0.0,371.8611,63.566,-63.566,0.0,1.17,0.2,-0.2,0.0,Mass,0.0,,,0.0,,,,,2190.0,40.0,-40.0,0.0,0.0,F5,6480.0,90.0,-90.0,0,2.10,0.16,-0.16,0.0,1.48,0.37,-0.37,0.0,0.12,,,0.0,[Fe/H],3.96,0.03,-0.03,0.0,04h50m38.54s,72.6605916,+01d53m37.81s,1.8938365,275.664,3.1220000,-3.055,10.0730000,0.005,-0.005
4434,WASP-83 b,WASP-83,1,1.0,Transit,2015,SuperWASP,0,4.971252,0.00001500,-1.5e-05,0,0.059,0.001,-0.001,0.0,11.657,0.897,-0.56,0.0,1.04,0.08,-0.05,0.0,95.349,9.5349,-9.5349,0.0,0.3,0.03,-0.03,0.0,Mass,0.0,,,0.0,,,,,1120.0,30.0,-30.0,0.0,0.0,G8,5510.0,110.0,-110.0,0,1.05,0.06,-0.04,0.0,1.11,0.09,-0.09,0.0,0.29,0.12,-0.12,0.0,[Fe/H],4.44,0.02,-0.04,0.0,12h40m36.47s,190.1519558,-19d17m03.67s,-19.2843527,271.103,3.7160000,-3.618,12.3120000,0.08,-0.08
4435,WASP-84 b,WASP-84,1,1.0,Transit,2014,SuperWASP,0,8.5234865,0.00000700,-7e-06,0,0.0771,0.0012,-0.0012,0.0,10.559,0.247,-0.247,0.0,0.942,0.022,-0.022,0.0,220.565,8.899,-8.899,0.0,0.694,0.028,-0.028,0.0,Mass,0.0,,,0.0,,,,,797.0,16.0,-16.0,0.0,0.0,K0,5314.0,88.0,-88.0,0,0.75,0.01,-0.01,0.0,0.84,0.04,-0.04,0.0,0.0,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,08h44m25.68s,131.1069959,+01d51m35.62s,1.8598933,100.588,0.4890000,-0.484,10.8250000,0.011,-0.011
4436,WASP-85 A b,WASP-85 A,2,1.0,Transit,2016,K2,0,2.6556777,0.00000044,-4.4e-07,0,0.039,0.001,-0.001,0.0,13.899,0.336,-0.336,0.0,1.24,0.03,-0.03,0.0,402.05495,20.65895,-20.65895,0.0,1.265,0.065,-0.065,0.0,Mass,0.0,,,0.0,,,,,1452.0,6.0,-6.0,0.0,0.0,G5 V,6112.0,27.0,-27.0,0,0.94,0.02,-0.02,0.0,1.09,0.08,-0.08,0.0,0.118,0.019,-0.019,0.0,[M/H],4.5,0.18,-0.18,0.0,11h43m37.93s,175.9080328,+06d33m49.62s,6.5637842,141.887,1.2290000,-1.208,10.7200000,0.01,-0.01
4437,WASP-87 b,WASP-87,2,1.0,Transit,2016,Anglo-Australian Telescope,0,1.682795,0.00000190,-1.9e-06,0,0.02946,0.00075,-0.00075,0.0,15.524,0.673,-0.673,0.0,1.385,0.06,-0.06,0.0,692.8694,47.6745,-47.6745,0.0,2.18,0.15,-0.15,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,,6450.0,120.0,-120.0,0,1.63,0.06,-0.06,0.0,1.2,0.09,-0.09,0.0,,,,,,4.16,0.09,-0.09,0.0,12h21m17.92s,185.3246821,-52d50m26.94s,-52.8408163,298.392,3.6220000,-3.536,10.7270000,0.006,-0.006
4438,WASP-88 b,WASP-88,1,1.0,Transit,2014,SuperWASP,0,4.954,0.00001900,-1.9e-05,0,0.06431,0.00065,-0.00062,0.0,16.365,2.354,-2.354,0.0,1.46,0.21,-0.21,0.0,133.4886,44.4962,-44.4962,0.0,0.42,0.14,-0.14,0.0,Mass,0.0,,,0.0,,,,,1772.0,54.0,-45.0,0.0,0.0,F6,6430.0,130.0,-130.0,0,1.80,0.26,-0.26,0.0,0.94,0.42,-0.42,0.0,-0.08,,,0.0,[Fe/H],3.96,0.04,-0.04,0.0,20h38m02.70s,309.5112337,-48d27m43.50s,-48.4620833,523.756,8.7920000,-8.511,11.3880000,0.018,-0.018
4439,WASP-89 b,WASP-89,1,1.0,Transit,2015,SuperWASP,0,3.3564227,0.00000250,-2.5e-06,0,0.0427,0.0012,-0.0012,0.0,11.657,0.448,-0.448,0.0,1.04,0.04,-0.04,0.0,1875.197,127.132,-127.132,0.0,5.9,0.4,-0.4,0.0,Mass,0.193,0.009,-0.009,0.0,,,,,1120.0,20.0,-20.0,0.0,0.0,K3,5130.0,90.0,-90.0,0,0.88,0.03,-0.03,0.0,0.92,0.08,-0.08,0.0,0.15,0.14,-0.14,0.0,[Fe/H],4.51,0.02,-0.02,0.0,20h55m36.01s,313.9000261,-18d58m17.07s,-18.9714084,290.946,2.6920000,-2.645,13.2100000,0.103,-0.103
4440,WASP-90 b,WASP-90,1,1.0,Transit,2016,SuperWASP,0,3.916243,0.00000300,-3e-06,0,0.0562,0.0012,-0.0012,0.0,18.271,1.009,-1.009,0.0,1.63,0.09,-0.09,0.0,200.2329,22.2481,-22.2481,0.0,0.63,0.07,-0.07,0.0,Mass,0.0,,,0.0,,,,,1840.0,50.0,-50.0,0.0,0.0,F6,6430.0,130.0,-130.0,0,1.98,0.09,-0.09,0.0,1.55,0.1,-0.1,0.0,0.11,0.14,-0.14,0.0,[Fe/H],4.03,0.03,-0.03,0.0,21h02m07.67s,315.5319489,+07d03m22.61s,7.0562793,466.433,19.9280000,-18.384,11.6180000,0.034,-0.034
4441,WASP-91 b,WASP-91,1,1.0,Transit,2017,SuperWASP-South,0,2.798581,0.00000300,-3e-06,0,0.037,0.001,-0.001,0.0,11.545,0.448,-0.448,0.0,1.03,0.04,-0.04,0.0,425.8922,25.4264,-25.4264,0.0,1.34,0.08,-0.08,0.0,Mass,0.0,,,0.0,,,,,1160.0,30.0,-30.0,0.0,0.0,K3,4920.0,80.0,-80.0,0,0.86,0.03,-0.03,0.0,0.84,0.07,-0.07,0.0,0.19,0.13,-0.13,0.0,[Fe/H],4.3,0.2,-0.2,0.0,23h51m23.14s,357.846434,-70d09m10.30s,-70.1528621,149.942,0.5190000,-0.516,11.9800000,0.022,-0.022
4442,WASP-92 b,WASP-92,1,1.0,Transit,2016,SuperWASP,0,2.1746742,0.00000160,-1.6e-06,0,0.0348,0.00036,-0.00036,0.0,16.376,0.863,-0.863,0.0,1.461,0.077,-0.077,0.0,255.85315,21.61244,-21.61244,0.0,0.805,0.068,-0.068,0.0,Mass,0.0,,,0.0,,,,,1871.0,56.0,-56.0,0.0,0.0,F7,6280.0,120.0,-120.0,0,1.34,0.06,-0.06,0.0,1.19,0.04,-0.04,0.0,0.0,0.14,-0.14,0.0,[Fe/H],4.26,0.03,-0.03,0.0,16h26m46.09s,246.6920395,+51d02m28.08s,51.0411328,575.889,6.5270000,-6.385,12.9510000,0.057,-0.057
4443,WASP-93 b,WASP-93,1,1.0,Transit,2016,SuperWASP,0,2.7325321,0.00000200,-2e-06,0,0.04211,0.00035,-0.00035,0.0,17.901,0.863,-0.863,0.0,1.597,0.077,-0.077,0.0,467.2101,92.1707,-92.1707,0.0,1.47,0.29,-0.29,0.0,Mass,0.0,,,0.0,,,,,1942.0,38.0,-38.0,0.0,0.0,F4,6700.0,100.0,-100.0,0,1.52,0.04,-0.04,0.0,1.33,0.03,-0.03,0.0,0.07,0.17,-0.17,0.0,[Fe/H],4.2,0.02,-0.02,0.0,00h37m50.10s,9.4587443,+51d17m19.60s,51.288778,370.284,7.9380000,-7.617,10.9660000,0.007,-0.007
